Order Date,Region ,Total Revenue,unitsSold,Discount %
2025-04-19,LATAM,22325.9,488,6.6
2025-10-08,APAC,74134.3,1492,7.1
2025-06-08,LATAM,,505,8.8
2024-06-18,EMEA,57963.58,1386,8.9
2024-01-18,North America,77089.64,1683,11.6
2025-07-24,LATAM,23607.45,465,5.1
2024-10-30,EMEA,54473.07,1411,5.8
2025-06-06,EMEA,74082.86,1861,2.5
2024-09-20,APAC,47235.26,987,5.9
2024-05-27,APAC,49027.65,1144,2.7
2025-12-13,EMEA,69041.76,1814,8.3
2025-05-04,North America,127915.95,3339,7.0
2024-07-04,North America,95539.96,2134,5.1
2024-03-13,North America,87209.39,1798,1.7
2024-04-16,LATAM,26663.36,701,2.7
2025-06-08,EMEA,66514.51,1639,5.4
2025-06-01,LATAM,21417.47,433,6.5
2025-12-22,EMEA,78707.31,1594,9.1
2024-09-02,North America,85249.97,1812,8.3
2024-01-15,North America,78269.67,1595,1.4
2025-04-15,APAC,75498.53,1663,8.9
2025-04-15,EMEA,74245.49,1582,8.6
2024-12-03,EMEA,58316.15,1456,4.2
2025-07-20,EMEA,61116.42,1353,5.4
2024-02-21,LATAM,19995.26,433,4.9
2024-09-04,APAC,42799.2,902,0.9
2024-12-30,APAC,59979.86,1469,4.6
2024-03-01,LATAM,19821.88,439,3.8
2024-03-19,LATAM,26093.4,597,6.4
2024-10-19,North America,74512.42,1731,7.6
2024-10-27,LATAM,14263.23,317,3.0
2025-10-24,North America,146894.13,3439,2.2
2025-09-17,EMEA,69101.7,1356,9.3
2024-04-08,APAC,47938.22,1185,11.4
2024-02-22,EMEA,54482.79,1280,4.2
2025-10-28,APAC,77793.18,1515,4.8
2024-02-16,APAC,38972.97,956,7.9
2024-07-14,EMEA,34820.9,686,3.8
2025-10-06,EMEA,69347.33,1414,7.8
2024-03-06,EMEA,55731.03,1411,3.7
2024-03-05,APAC,42962.82,853,5.2
2024-04-12,APAC,39219.14,783,10.6
2025-02-27,EMEA,70496.95,1530,3.4
2025-02-02,EMEA,58527.21,1457,8.1
2024-02-22,North America,90853.29,1952,17.3
2025-01-08,APAC,60930.39,1559,4.6
2024-10-10,EMEA,51843.91,1022,9.0
2025-02-05,APAC,66128.39,1365,2.7
2025-08-17,North America,119100.01,2321,8.1
2025-06-05,North America,150691.15,3490,4.2
2025-11-16,APAC,69469.74,1615,4.0
2024-01-23,LATAM,19598.85,415,1.9
2024-11-27,North America,115115.96,2745,4.6
2024-06-24,APAC,51777.07,1229,15.1
2024-09-13,APAC,46022.62,1069,6.4
2024-02-03,LATAM,15055.24,296,5.0
2024-03-16,APAC,,855,2.1
2024-06-21,North America,93402.73,1947,5.2
2025-07-16,North America,,2824,4.2
2025-02-14,North America,137357.9,3108,1.8
2025-12-30,APAC,87983.49,1871,0.5
2025-08-09,LATAM,19637.24,419,9.8
2025-11-15,North America,126767.34,3028,3.9
2025-03-02,APAC,60001.52,1370,3.5
2025-06-03,North America,149052.1,3915,4.9
2024-12-21,LATAM,18911.3,383,9.0
2025-07-06,EMEA,58416.13,1124,2.7
2024-04-07,North America,74238.82,1805,2.3
2024-07-16,EMEA,52942.79,1134,3.7
2025-11-27,North America,152747.81,3482,4.6
2025-04-14,LATAM,30497.5,752,4.0
2025-06-02,APAC,73549.61,1434,4.1
2025-02-16,North America,107059.57,2185,4.2
2024-08-13,APAC,48520.94,1276,4.0
2024-09-12,LATAM,20343.71,399,8.4
2025-03-10,North America,138169.69,3028,4.7
2024-10-22,North America,92727.27,1878,2.3
2024-01-30,LATAM,21242.86,516,7.1
2025-02-23,LATAM,21522.8,427,3.2
2025-08-25,EMEA,71794.44,1700,5.8
2025-01-21,EMEA,63919.99,1325,5.3
2025-10-10,APAC,77925.17,1544,4.8
2025-09-25,LATAM,26825.72,632,3.2
2025-03-04,LATAM,27847.03,615,4.8
2024-03-14,North America,92143.05,2181,4.5
2024-08-09,North America,89801.0,1883,16.1
2025-05-07,EMEA,75977.51,1992,3.8
2025-11-27,EMEA,75727.69,1945,1.7
2025-05-29,APAC,75250.54,1978,3.1
2025-06-29,LATAM,22367.99,497,6.2
2025-11-02,LATAM,23507.73,454,1.3
2024-06-14,EMEA,52930.19,1207,2.7
2025-02-25,LATAM,,634,1.3
2024-11-28,APAC,58432.58,1243,3.6
2024-06-30,LATAM,15304.92,336,4.8
2025-04-29,EMEA,78799.15,1703,6.4
2025-12-16,LATAM,28065.71,727,9.1
2024-11-11,LATAM,20274.48,530,5.4
2025-10-18,North America,127133.2,2467,5.3
2024-06-03,EMEA,58845.04,1327,7.6
2024-05-16,LATAM,22130.65,427,1.7
2025-08-14,EMEA,76090.67,1615,1.1
2025-10-16,APAC,77094.23,1991,1.3
2025-01-13,EMEA,63393.98,1508,6.3
2024-10-23,North America,95370.82,1982,4.8
2024-08-06,LATAM,21183.6,432,3.2
2024-04-27,LATAM,18677.67,374,2.1
2024-01-20,APAC,28187.39,578,2.5
2024-03-07,EMEA,50242.72,1288,1.5
2024-04-28,EMEA,40877.19,891,2.2
2024-01-03,EMEA,50460.26,1201,11.3
2024-03-25,LATAM,24017.83,526,0.9
2024-01-20,LATAM,13284.18,341,11.5
2025-09-18,APAC,74636.37,1888,3.4
2025-08-11,LATAM,28029.83,565,5.8
2025-02-15,EMEA,58486.0,1354,2.4
2025-04-22,North America,138356.14,2861,8.6
2024-02-02,LATAM,23269.41,495,4.3
2024-04-16,North America,101073.95,2296,12.3
2024-09-06,EMEA,48257.71,938,6.3
2025-05-27,LATAM,30654.67,770,6.6
2024-01-06,APAC,25934.13,510,6.8
2025-06-16,EMEA,73629.02,1836,2.0
2024-02-13,APAC,37837.07,966,6.4
2024-09-28,EMEA,39619.07,853,3.3
2024-12-09,EMEA,66404.25,1476,5.7
2024-10-04,EMEA,50375.04,1182,10.1
2025-04-10,EMEA,73357.25,1636,2.1
2025-08-21,North America,139676.32,3565,3.1
2025-07-27,EMEA,55568.63,1190,2.4
2024-10-06,EMEA,33739.6,854,16.6
2025-01-02,EMEA,58340.84,1267,5.0
2024-01-23,EMEA,48448.0,940,9.1
2024-01-29,North America,78505.3,1726,7.9
2025-03-28,LATAM,27234.43,616,3.5
2024-04-14,North America,81853.18,1613,5.9
2024-03-26,EMEA,53160.52,1337,5.5
2024-04-23,North America,96802.02,2077,13.5
2025-02-11,LATAM,25508.73,517,6.7
2025-10-25,APAC,68459.97,1451,5.3
2025-03-03,LATAM,27431.84,702,4.4
2025-11-08,LATAM,20531.51,501,2.9
2024-10-11,North America,91380.51,1806,4.1
2025-09-20,LATAM,20372.26,471,6.6
2025-02-13,North America,132693.17,3108,8.5
2024-01-12,LATAM,20235.47,434,7.4
2025-06-10,APAC,71416.44,1464,4.5
2024-12-18,EMEA,58085.88,1432,2.8
2024-06-16,LATAM,14994.55,385,3.5
2024-10-29,APAC,52848.64,1222,6.3
2024-01-08,EMEA,46215.73,1203,6.5
2025-08-15,APAC,,1480,3.0
2024-10-26,LATAM,12905.05,290,5.7
2025-04-08,LATAM,29029.32,579,8.9
2025-03-04,APAC,73493.21,1914,11.7
2024-11-23,LATAM,15135.59,352,9.6
2025-02-08,LATAM,19176.54,412,2.9
2025-05-06,LATAM,31898.92,689,5.3
2024-08-23,EMEA,50598.26,1260,9.5
2025-02-01,APAC,57451.73,1488,7.8
2025-02-17,North America,130719.38,2752,3.6
2024-01-05,APAC,34226.53,802,2.6
2024-08-06,North America,94148.88,2115,5.8
2024-09-28,APAC,35739.28,783,4.2
2025-06-30,APAC,74878.91,1796,13.9
2025-06-22,EMEA,60305.28,1337,4.2
2024-12-03,North America,112934.53,2785,5.9
2025-12-05,North America,165477.78,3828,3.8
2024-06-23,APAC,35562.2,863,4.5
2024-10-01,LATAM,18659.37,372,5.0
2025-08-30,North America,110340.62,2397,10.3
2024-05-09,APAC,47570.59,1068,11.9
2025-03-17,APAC,71249.3,1622,6.3
2025-04-24,LATAM,29503.12,687,2.6
2024-11-08,LATAM,20517.47,477,12.9
2024-02-02,North America,78790.2,1714,6.7
2025-01-12,North America,104034.5,2620,4.7
2025-05-30,North America,,3492,14.4
2024-07-31,APAC,45567.7,881,2.8
2024-07-20,EMEA,45628.69,1075,9.3
2024-05-20,North America,94444.19,1874,5.4
2025-08-10,APAC,63944.29,1427,6.8
2024-02-20,APAC,39082.56,923,0.2
2025-05-05,North America,144533.44,3294,13.4
2024-09-01,North America,74734.02,1624,12.0
2024-06-06,North America,103071.64,2662,0.8
2025-07-29,APAC,73968.31,1806,4.3
2025-10-26,APAC,63961.31,1406,1.0
2025-02-25,North America,140178.94,3034,5.0
2025-10-31,LATAM,26454.3,529,14.0
2025-03-08,APAC,67045.68,1329,8.7
2025-09-24,EMEA,69988.23,1456,3.1
2025-02-24,LATAM,30837.78,675,9.1
2024-01-17,LATAM,17879.28,447,12.3
2025-07-16,LATAM,25045.38,633,8.3
2024-06-03,North America,92542.91,2380,11.6
2025-01-02,North America,125923.32,2881,4.1
2024-05-21,EMEA,54515.46,1109,1.4
2024-08-09,APAC,46660.24,1004,2.6
2024-03-25,North America,98412.78,1945,2.9
2024-12-25,North America,112941.48,2304,1.4
2024-03-22,EMEA,53223.71,1061,0.7
2024-06-04,EMEA,56496.04,1272,4.1
2024-11-05,North America,96970.4,2422,7.4
2025-05-12,LATAM,29984.09,746,6.5
2025-05-01,APAC,69407.29,1473,4.2
2024-08-15,LATAM,19769.98,441,4.7
2025-10-24,APAC,75710.65,1956,8.5
2024-04-11,APAC,47842.43,1123,5.3
2024-07-02,EMEA,52286.88,1202,10.2
2025-09-02,EMEA,70517.81,1625,4.3
2025-09-09,EMEA,67986.8,1416,7.1
2024-05-29,North America,93048.65,1983,8.8
2025-06-04,LATAM,27892.61,639,4.5
2025-05-12,North America,142371.25,3314,4.9
2025-01-19,APAC,50967.54,1064,6.4
2024-11-14,EMEA,55737.17,1202,1.6
2024-06-21,APAC,49444.01,1278,3.9
2024-06-09,EMEA,42167.4,863,4.7
2024-10-10,APAC,47961.72,1051,4.4
2024-12-27,EMEA,62526.03,1381,5.1
2024-12-10,North America,105399.13,2355,11.3
2025-01-10,APAC,63187.97,1322,5.0
2024-04-04,EMEA,,1464,2.2
2025-04-02,LATAM,29404.59,695,4.0
2025-11-22,LATAM,21634.0,439,6.9
2025-07-02,North America,144094.68,3742,6.2
2024-11-29,EMEA,58621.66,1247,5.8
2024-12-24,LATAM,28355.79,556,7.5
2025-04-03,EMEA,77041.55,1528,2.0
2025-11-06,APAC,79477.13,1701,9.0
2024-10-03,LATAM,19353.62,463,10.1
2025-03-16,APAC,65814.82,1330,4.3
2025-08-12,North America,143158.15,2860,8.3
2025-05-23,EMEA,73795.64,1666,4.2
2024-07-03,APAC,44586.36,948,3.0
2025-03-23,EMEA,69334.87,1823,8.1
2025-03-22,EMEA,64095.41,1514,1.1
2024-08-31,North America,69994.01,1382,8.4
2024-02-17,North America,68995.66,1346,4.4
2024-11-09,North America,78951.15,1848,1.4
2025-03-15,LATAM,22740.03,473,4.1
2025-05-13,APAC,73404.05,1514,6.1
2024-12-12,EMEA,58752.86,1525,2.7
2024-05-06,EMEA,57442.89,1175,0.7
2025-08-27,APAC,76636.29,1835,8.5
2024-12-05,EMEA,57211.69,1189,6.0
2025-05-19,APAC,74018.65,1782,6.9
2024-12-23,North America,,2359,2.5
2024-01-03,APAC,34022.21,835,6.8
2024-10-14,North America,91151.67,1890,4.6
2024-01-08,APAC,38883.87,753,5.4
2024-08-30,North America,99052.9,2457,6.5
2024-11-03,North America,86295.68,1810,5.5
2024-01-11,LATAM,17795.89,360,6.7
2024-08-31,LATAM,13869.12,335,6.9
2025-07-04,EMEA,73017.12,1755,7.1
2025-12-24,APAC,89136.94,1908,6.6
2025-12-02,LATAM,27360.32,571,3.0
2024-08-15,APAC,46713.27,1096,2.5
2025-04-28,EMEA,78891.52,1802,3.2
2024-06-05,North America,91250.26,1959,2.7
2025-02-04,EMEA,68360.78,1624,5.0
2024-09-19,EMEA,49359.14,983,11.3
2025-06-27,APAC,78847.78,1867,9.9
2025-08-03,APAC,67932.2,1730,10.9
2024-09-17,North America,93019.32,1910,11.8
2024-09-17,APAC,48080.0,1049,7.6
2024-03-30,North America,79152.78,1527,8.2
2025-04-16,EMEA,74385.44,1595,10.6
2024-06-12,LATAM,21629.71,484,3.5
2024-07-31,North America,95291.95,2055,10.8
2025-03-26,EMEA,70855.66,1723,10.8
2024-05-13,APAC,47986.31,1239,14.0
2024-08-10,LATAM,14784.66,381,7.5
2025-12-11,APAC,,1762,7.7
2025-02-12,APAC,71098.78,1711,3.6
2025-08-03,North America,121090.53,2714,4.6
2025-12-08,North America,155824.15,3792,4.0
2025-01-28,EMEA,70549.89,1749,5.4
2025-10-15,LATAM,25192.43,603,2.5
2025-06-10,LATAM,28185.1,592,2.2
2025-11-06,EMEA,69372.82,1649,10.7
2024-04-02,North America,98020.12,2222,3.1
2024-09-30,APAC,49593.44,1076,6.9
2025-06-20,APAC,77796.16,1601,11.3
2024-02-15,APAC,39195.24,771,10.4
2024-07-11,APAC,50623.91,1110,4.7
2024-10-28,EMEA,53372.31,1299,1.7
2025-02-23,North America,112940.98,2425,4.9
2024-11-16,LATAM,15344.7,307,1.6
2024-05-01,APAC,43793.03,910,1.8
2025-12-30,LATAM,29194.18,572,6.1
2025-04-24,EMEA,78323.53,1565,7.7
2024-05-24,APAC,44902.46,1177,4.4
2025-07-14,EMEA,72284.71,1444,3.6
2024-01-26,LATAM,22027.18,477,6.6
2024-10-08,APAC,50816.13,1232,9.1
2024-02-19,LATAM,22371.8,498,5.2
2024-02-11,North America,63797.49,1382,6.0
2024-08-17,APAC,42954.55,1122,7.7
2024-12-27,APAC,57776.09,1266,7.4
2025-09-03,North America,132790.65,2636,9.9
2025-09-13,APAC,64370.22,1294,10.6
2025-07-12,APAC,70038.68,1799,1.6
2024-04-20,North America,78450.54,1641,4.7
2025-04-04,LATAM,29023.84,584,13.5
2025-07-19,North America,,2705,13.8
2025-04-23,North America,143922.17,3534,1.6
2024-01-24,LATAM,20580.81,465,5.0
2025-05-20,LATAM,28147.57,565,5.2
2024-09-27,LATAM,17876.65,373,1.1
2025-06-24,LATAM,28547.33,597,5.5
2025-12-18,EMEA,77973.78,1601,4.7
2024-02-10,EMEA,35452.06,927,12.0
2025-10-11,LATAM,18918.89,491,6.4
2025-11-03,APAC,82953.08,1839,5.6
2024-01-12,EMEA,42759.26,1038,5.9
2025-10-24,EMEA,70094.14,1495,5.0
2024-10-10,North America,88989.91,2155,7.3
2024-03-17,LATAM,17413.99,386,10.4
2025-08-06,EMEA,72221.23,1871,13.6
2024-05-28,APAC,46208.79,1032,5.4
2024-03-01,North America,95474.13,2181,7.5
2025-02-04,LATAM,25777.53,603,5.8
2025-12-12,APAC,86791.99,2071,5.9
2025-03-05,LATAM,27937.94,546,8.0
2024-12-24,EMEA,59832.59,1351,1.6
2025-03-11,LATAM,27519.46,659,6.6
2024-12-22,APAC,46695.66,942,8.4
2024-05-01,North America,88874.84,2043,10.4
2024-04-14,EMEA,44354.07,855,4.1
2024-08-22,EMEA,48913.11,1249,5.2
2025-11-25,EMEA,76193.92,1970,5.2
2024-07-12,EMEA,53981.39,1091,6.8
2025-09-08,EMEA,66401.82,1654,3.2
2024-12-31,APAC,57336.17,1302,9.3
2024-11-13,North America,101717.46,2060,1.8
2024-11-20,North America,103904.13,2277,1.0
2025-02-06,APAC,65529.43,1296,9.6
2025-03-01,North America,129170.77,3240,7.1
2025-05-28,EMEA,78685.77,1903,3.6
2025-09-25,EMEA,73240.24,1672,4.1
2025-01-19,EMEA,55631.46,1134,6.0
2024-03-21,APAC,43197.4,917,9.4
2024-04-21,LATAM,18497.43,378,2.8
2024-04-28,North America,73146.43,1609,4.2
2025-08-15,LATAM,23907.31,503,4.4
2025-12-14,EMEA,65436.37,1463,2.9
2024-03-20,APAC,47848.6,1215,2.9
2025-05-07,LATAM,28801.65,595,8.0
2024-03-31,LATAM,16844.17,358,1.6
2024-03-30,EMEA,,953,12.6
2025-11-09,APAC,74392.51,1904,4.0
2024-03-21,LATAM,23646.14,550,8.1
2024-11-03,EMEA,38714.52,861,5.7
2025-08-02,North America,130758.36,3296,7.5
2025-07-05,LATAM,21458.81,484,5.6
2024-07-21,APAC,39139.86,758,3.5
2025-03-15,North America,116240.78,3031,2.3
2025-09-23,North America,133776.87,3301,5.7
2024-01-12,North America,71232.52,1556,8.5
2024-07-09,North America,91308.76,2212,4.7
2024-07-29,EMEA,,1055,1.3
2025-02-19,LATAM,28045.81,662,4.2
2025-01-18,EMEA,52044.63,1012,8.2
2025-11-21,EMEA,75673.28,1652,12.8
2025-12-09,EMEA,77589.74,1643,0.5
2025-02-06,EMEA,,1621,2.9
2025-12-02,EMEA,74406.93,1776,1.9
2025-05-27,APAC,75176.82,1777,9.2
2024-09-24,North America,92008.77,2341,4.3
2024-06-23,LATAM,18450.51,458,3.1
2025-06-27,EMEA,68152.67,1744,10.1
2025-04-21,North America,134238.82,3183,9.0
2025-02-07,EMEA,67549.56,1708,10.6
2024-02-15,EMEA,51806.27,1016,2.5
2024-12-17,North America,114667.67,2479,3.1
2024-01-06,LATAM,14504.0,325,3.1
2024-11-21,LATAM,23241.91,550,2.2
2025-03-17,EMEA,73225.04,1425,8.4
2024-03-02,APAC,,740,8.3
2025-03-07,LATAM,28447.81,654,9.9
2025-10-28,LATAM,24875.14,561,5.9
2024-03-28,LATAM,22675.52,554,6.2
2025-02-23,APAC,55553.24,1111,7.5
2024-03-11,APAC,41167.54,918,8.4
2025-07-12,EMEA,56077.28,1310,0.9
2024-05-09,North America,104399.18,2524,4.0
2025-02-06,North America,133603.02,3294,2.4
2024-02-09,APAC,42471.33,909,11.9
2025-08-21,LATAM,25107.77,567,7.1
2025-03-06,APAC,69210.83,1651,11.8
2024-03-27,EMEA,50833.3,1234,9.8
2025-06-29,EMEA,59164.65,1234,10.1
2025-07-13,LATAM,19937.65,425,6.6
2025-04-07,EMEA,77378.51,1764,2.1
2025-01-20,APAC,62832.1,1378,5.0
2024-03-24,North America,63610.17,1642,5.0
2024-05-02,North America,102507.56,2548,17.7
2025-03-31,APAC,74335.17,1856,6.2
2025-11-01,APAC,72790.2,1831,2.5
2024-10-01,North America,94500.05,2256,2.9
2024-08-21,EMEA,51085.5,1017,4.3
2025-01-29,EMEA,69384.32,1431,4.8
2024-05-20,APAC,47840.42,1064,3.2
2024-07-07,EMEA,44215.43,1001,3.7
2025-08-05,APAC,74846.72,1629,7.5
2025-09-05,EMEA,67786.84,1318,10.1
2025-03-12,EMEA,70553.58,1414,3.9
2024-06-12,EMEA,54131.08,1365,10.9
2024-10-13,APAC,35672.81,738,3.1
2025-05-02,North America,148216.16,3547,2.3
2025-04-13,North America,127594.38,2562,10.4
2024-03-29,North America,89576.03,1952,4.3
2024-03-25,APAC,44084.46,1096,7.8
2025-05-29,EMEA,75212.62,1847,4.7
2024-02-14,North America,76638.04,1726,5.6
2024-01-07,APAC,18573.2,409,5.4
2025-07-28,LATAM,28252.29,626,4.9
2025-03-22,APAC,60108.48,1497,14.5
2025-05-01,EMEA,78606.89,1735,5.6
2025-02-06,LATAM,26274.24,543,10.9
2024-03-02,North America,68166.17,1677,5.1
2024-10-12,LATAM,11877.69,310,5.4
2025-08-05,EMEA,70428.09,1450,10.2
2025-07-31,EMEA,74443.7,1923,11.4
2025-11-11,North America,150432.38,3356,16.0
2024-01-17,North America,73515.93,1626,5.2
2024-12-02,APAC,55066.73,1409,5.1
2025-12-19,APAC,,2036,2.5
2025-11-10,APAC,76817.09,1549,3.1
2025-07-19,EMEA,56695.84,1144,4.2
2024-09-30,APAC,49593.44,1076,6.9
2024-11-20,APAC,51627.36,1043,11.0
2024-10-17,APAC,49239.66,1283,12.8
2025-08-02,EMEA,60939.17,1332,12.0
2025-11-05,LATAM,28139.21,677,7.6
2025-07-12,North America,124030.07,2892,3.2
2024-05-10,APAC,42807.49,982,2.8
2024-03-12,North America,88699.63,1973,10.1
2024-09-15,EMEA,39644.79,778,5.1
2025-04-02,EMEA,76930.14,1497,8.6
2025-12-25,EMEA,74934.5,1713,9.6
2024-04-25,EMEA,54677.32,1106,5.6
2025-02-11,APAC,69303.43,1539,5.9
2025-01-07,North America,121229.36,2472,1.7
2025-06-30,LATAM,25864.53,654,6.0
2025-12-08,LATAM,28261.43,581,2.6
2025-07-20,North America,120494.09,2791,4.3
2024-05-03,LATAM,25085.53,571,8.2
2025-06-30,EMEA,73778.05,1777,5.9
2025-03-31,LATAM,28161.87,558,4.9
2024-01-07,LATAM,13218.1,296,5.4
2025-02-21,EMEA,68880.25,1600,1.6
2024-02-16,EMEA,50544.31,1064,2.3
2024-11-05,EMEA,52190.68,1055,8.5
2024-05-26,North America,83608.83,1792,2.6
2025-12-21,EMEA,61204.68,1348,11.3
2024-04-20,LATAM,16413.62,317,1.1
2024-03-03,APAC,32493.17,854,5.4
2024-08-12,LATAM,21945.93,500,7.5
2024-08-03,North America,67440.21,1415,4.3
2024-10-22,APAC,47863.14,986,2.0
2025-11-10,LATAM,25820.39,577,14.4
2024-11-14,APAC,49629.97,1113,2.6
2024-05-29,EMEA,52069.76,1010,3.1
2025-04-26,North America,126792.88,2689,5.2
2025-02-11,EMEA,75608.53,1894,1.7
2025-08-31,North America,118685.85,2560,4.3
2024-07-19,LATAM,23557.15,616,4.7
2025-01-19,LATAM,19853.85,399,2.5
2024-03-15,North America,86361.81,2034,1.9
2025-12-23,North America,168387.74,4029,7.0
2024-04-24,North America,95573.5,2241,9.3
2025-09-16,EMEA,71775.62,1479,5.3
2025-11-07,LATAM,28606.91,610,2.8
2025-01-01,APAC,57774.94,1303,1.5
2025-10-17,APAC,80221.23,1729,6.3
2024-07-11,EMEA,54187.97,1059,2.4
2025-07-28,APAC,79209.33,1700,2.9
2024-05-01,EMEA,59832.3,1482,11.1
2025-09-28,LATAM,19852.89,439,1.0
2025-10-14,North America,143799.35,3298,3.1
2024-11-07,EMEA,55214.43,1242,4.6
2024-12-16,North America,109997.09,2789,7.6
2025-08-23,APAC,64998.74,1395,4.3
2024-11-07,North America,109288.6,2373,2.3
2024-01-10,North America,74408.94,1631,8.7
2024-05-31,North America,98058.7,2409,5.2
2024-06-17,LATAM,20771.97,515,6.2
2025-02-26,LATAM,28696.14,602,11.0
2025-11-03,North America,151979.87,3933,6.5
2024-12-10,APAC,57825.68,1385,15.0
2025-04-11,APAC,70023.78,1433,4.5
2024-01-18,EMEA,46366.4,1017,2.4
2024-12-19,EMEA,60024.08,1179,1.7
2024-09-14,EMEA,43527.19,966,2.9
2025-06-15,North America,126620.05,2487,3.7
2024-05-11,North America,77386.19,1916,10.9
2024-09-02,LATAM,18749.03,459,2.2
2024-09-13,LATAM,19232.19,441,7.9
2024-03-07,APAC,43724.16,862,6.7
2024-02-29,EMEA,53361.04,1384,7.8
2024-05-29,APAC,43032.52,964,6.8
2025-04-22,APAC,75372.74,1477,1.6
2025-08-16,LATAM,21281.29,490,10.2
2024-12-29,North America,100235.44,2134,2.2
2025-06-02,EMEA,73871.75,1492,10.5
2025-02-25,EMEA,73004.62,1733,8.7
2024-04-17,APAC,46392.61,975,8.5
2024-05-08,North America,99719.89,1993,11.5
2024-01-13,EMEA,33625.71,733,13.1
2024-11-11,APAC,52814.49,1331,4.7
2025-01-06,EMEA,64281.92,1493,5.9
2025-01-23,EMEA,67051.6,1607,5.4
2025-08-25,LATAM,25882.48,507,4.8
2025-02-23,EMEA,59898.68,1286,13.4
2024-02-01,APAC,38835.01,957,5.4
2024-09-06,APAC,46312.12,892,0.8
2024-10-14,APAC,49926.39,1233,9.2
2024-04-20,EMEA,46851.42,1216,2.1
2024-04-14,APAC,40778.63,1009,7.1
2024-04-15,LATAM,25037.24,488,2.8
2025-06-12,APAC,78289.28,1766,5.0
2024-07-25,North America,96422.08,2504,10.4
2025-05-08,EMEA,78453.18,1850,3.2
2024-07-07,LATAM,15660.66,334,2.6
2025-09-04,LATAM,24510.07,481,12.9
2025-09-29,EMEA,66891.95,1580,5.2
2025-03-03,EMEA,73030.07,1858,10.4
2024-03-11,LATAM,23991.25,617,6.3
2025-07-30,North America,138441.44,3316,3.9
2025-08-17,LATAM,19422.13,379,9.0
2024-10-31,EMEA,53953.22,1313,9.1
2024-07-24,LATAM,24183.8,567,6.2
2024-06-26,North America,90984.19,2173,0.9
2025-02-12,EMEA,70080.13,1421,8.4
2025-12-16,EMEA,84121.97,1864,3.3
2024-09-06,North America,87792.12,1724,13.5
2025-12-11,North America,162203.48,3828,1.2
2024-07-07,North America,67411.91,1693,3.4
2025-07-29,North America,150533.79,3772,1.8
2024-03-28,EMEA,53983.02,1262,9.8
2024-11-06,LATAM,22152.97,456,7.5
2024-07-05,APAC,41932.31,907,1.5
2025-05-27,EMEA,76763.87,1733,10.8
2024-04-19,EMEA,50357.43,1216,7.0
2025-11-10,EMEA,67871.77,1634,11.5
2024-11-09,APAC,41478.17,944,2.2
2024-09-19,APAC,48320.46,1026,2.4
2024-11-09,LATAM,14442.49,295,15.0
2025-01-15,APAC,67572.79,1401,1.0
2025-02-01,EMEA,55124.35,1377,3.2
2025-06-26,North America,143625.72,2840,9.1
2025-07-01,APAC,73778.36,1627,4.1
2024-12-23,LATAM,23566.14,481,2.2
2025-01-04,LATAM,19226.49,458,9.0
2025-10-23,EMEA,71695.82,1562,8.5
2025-03-29,North America,134471.3,3288,2.9
2025-12-07,APAC,75036.06,1712,2.9
2025-07-31,APAC,76661.44,1817,1.8
2025-10-14,APAC,77122.04,1694,3.5
2025-10-12,LATAM,21209.41,542,7.6
2024-08-20,APAC,48005.36,1194,3.7
2024-01-07,North America,63464.81,1392,2.8
2024-02-06,LATAM,,387,1.5
2025-09-01,LATAM,26035.13,528,2.8
2024-11-15,APAC,52098.4,1193,8.5
2025-12-31,North America,162898.73,3977,4.0
2025-07-01,LATAM,26411.69,601,7.9
2025-12-22,North America,155992.63,3347,3.1
2025-01-20,LATAM,25005.62,510,10.8
2025-10-31,APAC,80542.37,1933,3.5
2025-11-09,EMEA,60802.08,1334,5.2
2024-06-19,LATAM,21505.24,543,9.1
2024-04-05,APAC,45389.27,1061,5.5
2024-03-31,North America,71951.04,1863,1.6
2024-12-09,APAC,55678.32,1204,9.8
2024-02-11,EMEA,38516.61,875,1.9
2025-03-01,LATAM,24485.4,571,4.2
2024-07-31,EMEA,56865.7,1311,5.8
2024-02-10,North America,59965.78,1219,4.4
2024-11-18,EMEA,55150.49,1260,5.3
2025-10-30,APAC,77894.76,2030,0.9
2025-11-19,LATAM,,591,3.9
2024-07-18,North America,97389.83,1995,4.2
2024-09-04,North America,87601.29,1795,10.1
2024-10-29,EMEA,50328.46,973,5.3
2024-07-28,LATAM,12457.49,270,5.3
2025-06-12,North America,133522.81,2984,0.9
2024-04-01,EMEA,52713.99,1108,11.9
2024-11-08,North America,94729.7,1975,3.0
2025-09-25,North America,135153.25,2781,4.4
2025-04-20,North America,127079.82,2502,3.6
2024-06-08,APAC,36708.38,715,10.4
2024-01-22,EMEA,50386.82,1069,7.3
2025-11-14,LATAM,26359.68,683,2.6
2024-08-05,North America,98203.34,1998,10.0
2025-01-09,North America,115146.77,2981,14.4
2025-09-28,APAC,66072.71,1489,3.1
2025-10-22,APAC,79511.5,1876,1.5
2025-02-26,EMEA,75299.35,1960,6.6
2025-09-30,APAC,76295.39,1811,1.3
2024-06-23,EMEA,44959.85,976,13.0
2025-07-09,North America,,3448,10.7
2024-07-26,EMEA,47439.43,1005,8.6
2025-05-13,EMEA,77643.13,1858,8.2
2025-01-07,APAC,59416.09,1548,6.5
2024-03-11,EMEA,52204.81,1065,2.8
2025-10-27,LATAM,26131.5,543,9.8
2025-09-26,EMEA,70383.53,1799,12.3
